Question,Correct Answer
Poverty rate in Cullman County,12.8
Unemployment rate in Cullman County,3.2
Total population in Cullman County,6018
Average income in Cullman County,38845.0
Poverty rate in Cullman County,15.4
Unemployment rate in Cullman County,6.2
Total population in Cullman County,3475
Average income in Cullman County,40359.0
Poverty rate in Cullman County,9.7
Unemployment rate in Cullman County,5.2
Total population in Cullman County,2664
Average income in Cullman County,39122.0
Poverty rate in Cullman County,16.2
Unemployment rate in Cullman County,5.3
Total population in Cullman County,4539
Average income in Cullman County,37178.0
Poverty rate in Cullman County,14.3
Unemployment rate in Cullman County,2.3
Total population in Cullman County,2864
Average income in Cullman County,30694.0
Poverty rate in Cullman County,15.2
Unemployment rate in Cullman County,13.6
Total population in Cullman County,4111
Average income in Cullman County,38016.0
Poverty rate in Cullman County,22.8
Unemployment rate in Cullman County,8.9
Total population in Cullman County,5273
Average income in Cullman County,47781.0
Poverty rate in Cullman County,18.6
Unemployment rate in Cullman County,3.9
Total population in Cullman County,1915
Average income in Cullman County,38798.0
Poverty rate in Cullman County,14.2
Unemployment rate in Cullman County,11.0
Total population in Cullman County,3026
Average income in Cullman County,40694.0
Poverty rate in Cullman County,23.6
Unemployment rate in Cullman County,9.1
Total population in Dale County,5149
Average income in Dale County,65307.0
Poverty rate in Dale County,15.4
Unemployment rate in Dale County,16.4
Total population in Dale County,3583
Average income in Dale County,51596.0
Poverty rate in Dale County,14.8
Unemployment rate in Dale County,5.0
Total population in Dale County,2186
Average income in Dale County,55846.0
Poverty rate in Dale County,8.3
Unemployment rate in Dale County,1.4
Total population in Dale County,2340
Average income in Dale County,45441.0
Poverty rate in Dale County,10.6
Unemployment rate in Dale County,3.4
Total population in Dale County,2291
Average income in Dale County,51364.0
Poverty rate in Dale County,12.5
Unemployment rate in Dale County,3.0
Total population in Dale County,1954
Average income in Dale County,35524.0
Poverty rate in Dale County,24.7
Unemployment rate in Dale County,12.8
Total population in Dale County,3292
Average income in Dale County,16746.0
Poverty rate in Dale County,41.3
Unemployment rate in Dale County,19.7
Total population in Dale County,3339
Average income in Dale County,44732.0
Poverty rate in Dale County,17.3
Unemployment rate in Dale County,15.3
Total population in Dale County,4208
Average income in Dale County,51912.0
Poverty rate in Dale County,19.8
Unemployment rate in Dale County,8.7
Total population in Dale County,4969
Average income in Dale County,55445.0
Poverty rate in Dale County,19.1
Unemployment rate in Dale County,11.4
Total population in Dale County,4154
Average income in Dale County,35781.0
Poverty rate in Dale County,25.6
Unemployment rate in Dale County,16.5
Total population in Dale County,2569
Average income in Dale County,52467.0
Poverty rate in Dale County,10.1
Unemployment rate in Dale County,11.1
Total population in Dale County,4004
Average income in Dale County,44688.0
Poverty rate in Dale County,18.6
Unemployment rate in Dale County,11.3
Total population in Dale County,5355
Average income in Dale County,32644.0
Poverty rate in Dale County,25.5
Unemployment rate in Dale County,8.5
Total population in Dallas County,6190
Average income in Dallas County,46216.0
Poverty rate in Dallas County,17.4
Unemployment rate in Dallas County,8.6
Total population in Dallas County,2787
Average income in Dallas County,35000.0
Poverty rate in Dallas County,36.4
Unemployment rate in Dallas County,9.3
Total population in Dallas County,1992
Average income in Dallas County,43864.0
Poverty rate in Dallas County,18.8
Unemployment rate in Dallas County,3.3
Total population in Dallas County,3776
Average income in Dallas County,24657.0
Poverty rate in Dallas County,44.2
Unemployment rate in Dallas County,19.1
Total population in Dallas County,3075
Average income in Dallas County,15990.0
Poverty rate in Dallas County,44.2
Unemployment rate in Dallas County,30.1
Total population in Dallas County,3195
Average income in Dallas County,18654.0
Poverty rate in Dallas County,52.6
Unemployment rate in Dallas County,30.6
Total population in Dallas County,2897
Average income in Dallas County,26149.0
Poverty rate in Dallas County,30.1
Unemployment rate in Dallas County,8.1
Total population in Dallas County,1962
Average income in Dallas County,51875.0
Poverty rate in Dallas County,14.2
Unemployment rate in Dallas County,4.4
Total population in Dallas County,1612
Average income in Dallas County,34152.0
Poverty rate in Dallas County,34.2
Unemployment rate in Dallas County,10.1
Total population in Dallas County,2744
Average income in Dallas County,24921.0
Poverty rate in Dallas County,32.2
Unemployment rate in Dallas County,16.4
Total population in Dallas County,2377
Average income in Dallas County,29063.0
Poverty rate in Dallas County,37.6
Unemployment rate in Dallas County,14.3
Total population in Dallas County,1231
Average income in Dallas County,27000.0
Poverty rate in Dallas County,27.8
Unemployment rate in Dallas County,13.4
Total population in Dallas County,1448
Average income in Dallas County,30833.0
Poverty rate in Dallas County,25.8
Unemployment rate in Dallas County,8.6
Total population in Dallas County,1366
Average income in Dallas County,24276.0
Poverty rate in Dallas County,48.2
Unemployment rate in Dallas County,16.1
Total population in Dallas County,4103
Average income in Dallas County,29425.0
Poverty rate in Dallas County,24.3
Unemployment rate in Dallas County,15.2
Total population in DeKalb County,5903
Average income in DeKalb County,37560.0
Poverty rate in DeKalb County,14.8
Unemployment rate in DeKalb County,5.2
Total population in DeKalb County,3070
Average income in DeKalb County,32029.0
Poverty rate in DeKalb County,20.0
Unemployment rate in DeKalb County,11.0
Total population in DeKalb County,7686
Average income in DeKalb County,40125.0
Poverty rate in DeKalb County,24.7
Unemployment rate in DeKalb County,5.8
Total population in DeKalb County,5737
Average income in DeKalb County,38477.0
Poverty rate in DeKalb County,13.9
Unemployment rate in DeKalb County,5.0
Total population in DeKalb County,5441
Average income in DeKalb County,43343.0
Poverty rate in DeKalb County,14.3
Unemployment rate in DeKalb County,3.5
Total population in DeKalb County,5941
Average income in DeKalb County,39417.0
Poverty rate in DeKalb County,24.0
Unemployment rate in DeKalb County,1.4
Total population in DeKalb County,9133
Average income in DeKalb County,34938.0
Poverty rate in DeKalb County,25.6
Unemployment rate in DeKalb County,3.1
Total population in DeKalb County,4860
Average income in DeKalb County,38456.0
Poverty rate in DeKalb County,28.7
Unemployment rate in DeKalb County,2.6
Total population in DeKalb County,3679
Average income in DeKalb County,31861.0
Poverty rate in DeKalb County,30.3
Unemployment rate in DeKalb County,3.5
Total population in DeKalb County,4067
Average income in DeKalb County,33844.0
Poverty rate in DeKalb County,22.4
Unemployment rate in DeKalb County,5.0
Total population in DeKalb County,3271
Average income in DeKalb County,46042.0
Poverty rate in DeKalb County,14.3
Unemployment rate in DeKalb County,4.7
Total population in DeKalb County,2358
Average income in DeKalb County,62212.0
Poverty rate in DeKalb County,3.6
Unemployment rate in DeKalb County,2.4
Total population in DeKalb County,5783
Average income in DeKalb County,37398.0
Poverty rate in DeKalb County,27.3
Unemployment rate in DeKalb County,10.8
Total population in DeKalb County,4265
Average income in DeKalb County,42176.0
Poverty rate in DeKalb County,25.0
Unemployment rate in DeKalb County,8.8
Total population in Elmore County,9701
Average income in Elmore County,48587.0
Poverty rate in Elmore County,12.3
Unemployment rate in Elmore County,7.4
Total population in Elmore County,4646
Average income in Elmore County,60047.0
Poverty rate in Elmore County,10.1
Unemployment rate in Elmore County,7.4
Total population in Elmore County,2570
Average income in Elmore County,60781.0
Poverty rate in Elmore County,7.6
Unemployment rate in Elmore County,2.4
Total population in Elmore County,6942
Average income in Elmore County,53086.0
Poverty rate in Elmore County,12.9
Unemployment rate in Elmore County,8.0
Total population in Elmore County,4398
Average income in Elmore County,51583.0
Poverty rate in Elmore County,7.8
Unemployment rate in Elmore County,5.2
Total population in Elmore County,6752
Average income in Elmore County,34623.0
Poverty rate in Elmore County,24.9
Unemployment rate in Elmore County,10.2
Total population in Elmore County,7126
Average income in Elmore County,87722.0
Poverty rate in Elmore County,5.1
Unemployment rate in Elmore County,3.9
Total population in Elmore County,4341
Average income in Elmore County,80000.0
Poverty rate in Elmore County,6.2
Unemployment rate in Elmore County,4.1
Total population in Elmore County,6657
Average income in Elmore County,45049.0
Poverty rate in Elmore County,12.0
Unemployment rate in Elmore County,18.8
Total population in Elmore County,6193
Average income in Elmore County,77037.0
Poverty rate in Elmore County,1.3
Unemployment rate in Elmore County,3.9
Total population in Elmore County,4203
Average income in Elmore County,45594.0
Poverty rate in Elmore County,19.8
Unemployment rate in Elmore County,9.1
Total population in Elmore County,7312
Average income in Elmore County,46417.0
Poverty rate in Elmore County,30.0
Unemployment rate in Elmore County,2.9
Total population in Elmore County,4253
Average income in Elmore County,61193.0
Poverty rate in Elmore County,11.3
Unemployment rate in Elmore County,4.6
Total population in Elmore County,1751
Average income in Elmore County,41757.0
Poverty rate in Elmore County,20.5
Unemployment rate in Elmore County,9.5
Total population in Elmore County,4144
Average income in Elmore County,49737.0
Poverty rate in Elmore County,20.4
Unemployment rate in Elmore County,10.7
Total population in Escambia County,5598
Average income in Escambia County,27392.0
Poverty rate in Escambia County,26.1
Unemployment rate in Escambia County,19.6
Total population in Escambia County,4169
Average income in Escambia County,43188.0
Poverty rate in Escambia County,18.4
Unemployment rate in Escambia County,9.5
Total population in Escambia County,3994
Average income in Escambia County,50824.0
Poverty rate in Escambia County,12.9
Unemployment rate in Escambia County,5.8
